author_sort,authors,comments,cover,timestamp,formats,isbn,identifiers,languages,library_name,pubdate,publisher,rating,series,series_index,size,tags,title,title_sort,id,uuid
"Venkitachalam, Mahesh","Mahesh Venkitachalam","Python is a powerful programming language that’s easy to learn and fun to play with. But once you’ve gotten a handle on the basics, what do you do next? 

*Python Playground* is a collection of imaginative programming projects that will inspire you to use Python to make art and music, build simulations of real-world phenomena, and interact with hardware like the Arduino and Raspberry Pi. You’ll learn to use common Python tools and libraries like numpy, matplotlib, and pygame to do things like:  
–Generate Spirograph-like patterns using parametric equations and the turtle module  
–Create music on your computer by simulating frequency overtones  
–Translate graphical images into ASCII art  
–Write an autostereogram program that produces 3D images hidden beneath random patterns  
–Make realistic animations with OpenGL shaders by exploring particle systems, transparency, and billboarding techniques  
–Construct 3D visualizations using data from CT and MRI scans  
–Build a laser show that responds to music by hooking up your computer to an Arduino 

Programming shouldn’t be a chore. Have some solid, geeky fun with *Python Playground*. 

**The projects in this book are compatible with both Python 2 and 3.**

**

### Review

""If you want to become adept at doing clever things with Python, I doubt you'll find a better group of projects or more useful help for understanding how the language works.""  
—Computerworld 

### About the Author

**Mahesh Venkitachalam** is a software engineer with two decades of programming experience. He has nurtured a passion for technology since the eighth grade, which he channels into his popular electronics and programming blog, electronut.in. 
","/home/venus/Calibre Library/Mahesh Venkitachalam/Python Playground_ Geeky Projects for the Curious Programmer (41)/cover.jpg","2018-08-30T09:51:58-06:00","pdf","9781593276041","amazon:B017AH8H7I,google:YRHSCgAAQBAJ,isbn:9781593276041","eng","Calibre Library","2015-10-01T00:00:00-06:00","No Starch Press","4","","1.0","12952217","Computers, Programming Languages, Python, Computer Graphics, Programming, General, Software Development & Engineering, Systems Analysis & Design","Python Playground: Geeky Projects for the Curious Programmer","Python Playground: Geeky Projects for the Curious Programmer","41","e0b3e0fe-e893-4e30-b3a1-bcef5d4b26ea"
"Hartranft, Chip","Chip Hartranft","","/home/venus/Calibre Library/Chip Hartranft/se (WP) (42)/cover.jpg","2018-08-30T09:51:58-06:00","pdf","","","","Calibre Library","2010-07-30T17:06:18-06:00","","","","1.0","371881","","se (WP)","se (WP)","42","7e52bffb-3372-4d51-9226-c343ddad11bd"
"Foreign Service Institute","Foreign Service Institute","French Basic Course (Revised)","/home/venus/Calibre Library/Foreign Service Institute/FSI - French Basic Course (Revised) - Volume 1 - Student Text (43)/cover.jpg","2018-08-30T09:51:58-06:00","pdf","","","","Calibre Library","2006-09-13T17:23:14-06:00","","","","1.0","7936893","French Basic Course (Revised)","FSI - French Basic Course (Revised) - Volume 1 - Student Text","FSI - French Basic Course (Revised) - Volume 1 - Student Text","43","eb198a34-0949-47c2-b8d8-c1eadbcc7384"
"Sweigart, Al","Al Sweigart","If you’ve ever spent hours renaming files or updating hundreds of spreadsheet cells, you know how tedious tasks like these can be. But what if you could have your computer do them for you? 

In *Automate the Boring Stuff with Python*, you’ll learn how to use Python to write programs that do in minutes what would take you hours to do by hand—no prior programming experience required. Once you’ve mastered the basics of programming, you’ll create Python programs that effortlessly perform useful and impressive feats of automation to:  
–Search for text in a file or across multiple files  
–Create, update, move, and rename files and folders  
–Search the Web and download online content  
–Update and format data in Excel spreadsheets of any size  
–Split, merge, watermark, and encrypt PDFs  
–Send reminder emails and text notifications  
–Fill out online forms 

Step-by-step instructions walk you through each program, and practice projects at the end of each chapter challenge you to improve those programs and use your newfound skills to automate similar tasks. 

Don’t spend your time doing work a well-trained monkey could do. Even if you’ve never written a line of code, you can make your computer do the grunt work. Learn how in *Automate the Boring Stuff with Python*. 

**Note: The programs in this book are written to run on Python 3.**

**

### Review

""I’m having a lot of fun breaking things and then putting them back together, and just remembering the joy of turning a set of instructions into something useful and fun, like I did when I was a kid."" —Wil Wheaton 

""Do you need *Automate the Boring Stuff with Python*? Yes, if you want to enhance your workflow by using automation, this is an excellent place to start. Highly recommended.""—Network World**

### About the Author

Al Sweigart is a software developer and teaches programming to kids and adults. He has written several Python books for beginners, including Hacking Secret Ciphers with Python, Invent Your Own Computer Games with Python, and Making Games with Python & Pygame.
","/home/venus/Calibre Library/Al Sweigart/Automate the Boring Stuff With Python_ Practical Programming for Total Beginners (44)/cover.jpg","2018-08-30T09:51:58-06:00","pdf","9781593275990","amazon:B00WJ049VU,google:UEu0CAAAQBAJ,isbn:9781593275990","eng","Calibre Library","2015-04-14T00:00:00-06:00","No Starch Press","5","","1.0","14880335","Computers, Programming, General, Programming Languages, Python","Automate the Boring Stuff With Python: Practical Programming for Total Beginners","Automate the Boring Stuff With Python: Practical Programming for Total Beginners","44","1d90898e-a940-410b-92d1-9efd2b791f25"
"Unknown","Unknown","","/home/venus/Calibre Library/Unknown/philos (45)/cover.jpg","2018-08-30T09:51:58-06:00","pdf","","","","Calibre Library","0100-12-31T17:00:00-07:00","","","","1.0","608991","","philos","philos","45","c84c5318-57f0-4ee9-8654-29be490ec818"
"Bennettpdfkeywords, Jonathan","Jonathan Bennettpdfkeywords","","/home/venus/Calibre Library/Jonathan Bennettpdfkeywords/Principles of Nature and Reason (46)/cover.jpg","2018-08-30T09:51:58-06:00","pdf","","","","Calibre Library","2016-12-04T07:57:35-07:00","","","","1.0","94091","","Principles of Nature and Reason","Principles of Nature and Reason","46","ed37a140-19df-45b5-80cf-13896daa098d"
"Unknown","Unknown","","/home/venus/Calibre Library/Unknown/Monadology (47)/cover.jpg","2018-08-30T09:51:58-06:00","pdf","","","","Calibre Library","0100-12-31T17:00:00-07:00","","","","1.0","91727","","Monadology","Monadology","47","dd05f6e2-5db6-4a60-8e8c-03277aec4c26"
"West, Stephen","Stephen West","","/home/venus/Calibre Library/Stephen West/Philosophize This Book! From Ionia to Antiquity (48)/cover.jpg","2018-08-30T09:51:59-06:00","epub, mobi, pdf","","","eng","Calibre Library","0100-12-31T17:00:00-07:00","","","","1.0","49214637","","Philosophize This Book! From Ionia to Antiquity","Philosophize This Book! From Ionia to Antiquity","48","60b5960e-a400-4a3f-9133-a0f1bad1c5af"
"Taylor, Dave","Dave Taylor","","/home/venus/Calibre Library/Dave Taylor/Learning Unix for OS X, Second Edition (49)/cover.jpg","2018-08-30T09:51:59-06:00","pdf","","","","Calibre Library","2016-01-19T08:37:53-07:00","","","","1.0","12511958","","Learning Unix for OS X, Second Edition","Learning Unix for OS X, Second Edition","49","b20a5347-cde2-4adc-aab8-fadf9ec6059b"
"Unknown","Unknown","","/home/venus/Calibre Library/Unknown/Plato _ Complete Works - John M. Cooper & D. S. Hutchinson.pdf (50)/cover.jpg","2018-08-30T09:51:59-06:00","pdf","","","","Calibre Library","0100-12-31T17:00:00-07:00","","","","1.0","12443809","","Plato | Complete Works - John M. Cooper & D. S. Hutchinson.pdf","Plato | Complete Works - John M. Cooper & D. S. Hutchinson.pdf","50","e9776b48-9dc4-4973-abb1-bc58f39e5f19"
"Shelley Powers, Jerry Peek, Tim O'Reilly & Loukides, Mike","Shelley Powers, Jerry Peek, Tim O'Reilly & Mike Loukides","","/home/venus/Calibre Library/Shelley Powers, Jerry Peek, Tim O'Reilly/Unix Power Tools (51)/cover.jpg","2018-08-30T09:51:59-06:00","pdf","","","","Calibre Library","2009-06-11T12:50:35-06:00","","","","1.0","6811664","","Unix Power Tools","Unix Power Tools","51","93b90de7-bba2-4dd6-93d3-28308c184b42"
"Barrett, Daniel J.","Daniel J. Barrett","","/home/venus/Calibre Library/Daniel J. Barrett/Linux Pocket Guide, 3E (52)/cover.jpg","2018-08-30T09:51:59-06:00","pdf","","","","Calibre Library","2016-07-19T13:20:42-06:00","","","","1.0","3144804","","Linux Pocket Guide, 3E","Linux Pocket Guide, 3E","52","723dc29b-27eb-400c-8de4-a2b8bdf4c2ab"
"M.Kerris","M.Kerris","","/home/venus/Calibre Library/M.Kerris/Linux Programming Interface (53)/cover.jpg","2018-08-30T09:51:59-06:00","pdf","","doi:9781593272203","","Calibre Library","2011-04-26T11:30:17-06:00","No Starch Pr","","","1.0","7753455","","Linux Programming Interface","Linux Programming Interface","53","650a3b4e-b3e9-4515-aeee-a218c38904e0"
"Frisch, Æleen","Æleen Frisch","*Essential System Administration*,3rd Edition is the definitive guide for Unix system administration, covering all the fundamental and essential tasks required to run such divergent Unix systems as AIX, FreeBSD, HP-UX, Linux, Solaris, Tru64 and more. *Essential System Administration *provides a clear, concise, practical guide to the real-world issues that anyone responsible for a Unix system faces daily.The new edition of this indispensable reference has been fully updated for all the latest operating systems. Even more importantly, it has been extensively revised and expanded to consider the current system administrative topics that administrators need most. *Essential System Administration*,3rd Edition covers: DHCP, USB devices, the latest automation tools, SNMP and network management, LDAP, PAM, and recent security tools and techniques.*Essential System Administration* is comprehensive. But what has made this book the guide system administrators turn to over and over again is not just the sheer volume of valuable information it provides, but the clear, useful way the information is presented. It discusses the underlying higher-level concepts, but it also provides the details of the procedures needed to carry them out. It is not organized around the features of the Unix operating system, but around the various facets of a system administrator's job. It describes all the usual administrative tools that Unix provides, but it also shows how to use them intelligently and efficiently.Whether you use a standalone Unix system, routinely provide administrative support for a larger shared system, or just want an understanding of basic administrative functions, *Essential System Administration* is for you. This comprehensive and invaluable book combines the author's years of practical experience with technical expertise to help you manage Unix systems as productively and painlessly as possible.

**

### About the Author

Aeleen Frisch has been a system administrator for over 20 years, tending a plethora of VMS, Unix, and Windows systems. Her current system administration responsibilities center on looking after a very heterogeneous network of Unix and Windows NT/2000/XP systems. She is also a teacher, lecturer, marketing consultant, and occasional database programmer. She has written eight books, including Essential System Administration (now in its third edition), Essential Windows NT System Administration, the Windows 2000 Desktop Reference, and Exploring Chemistry with Electronic Structure Methods. Currently, she writes the ""Guru Guidance"" column for Linux Magazine.
","/home/venus/Calibre Library/AEleen Frisch/Essential System Administration_ Tools and Techniques for Linux and Unix Administration (54)/cover.jpg","2018-08-30T09:51:59-06:00","pdf","9780596108977","amazon:B0043EWUNO,isbn:9780596108977","eng","Calibre Library","2002-08-23T00:00:00-06:00","O'Reilly Media","5","","1.0","10241212","","Essential System Administration: Tools and Techniques for Linux and Unix Administration","Essential System Administration: Tools and Techniques for Linux and Unix Administration","54","c39a396a-556d-4a6d-8e8b-fd247820e7aa"
"Robbins, Arnold","Arnold Robbins","As an open operating system, Unix can be improved on by anyone and everyone: individuals, companies, universities, and more. As a result, the very nature of Unix has been altered over the years by numerous extensions formulated in an assortment of versions. Today, Unix encompasses everything from Sun's Solaris to Apple's Mac OS X and more varieties of Linux than you can easily name.

The latest edition of this bestselling reference brings Unix into the 21st century. It's been reworked to keep current with the broader state of Unix in today's world and highlight the strengths of this operating system in all its various flavors.

Detailing all Unix commands and options, the informative guide provides generous descriptions and examples that put those commands in context. Here are some of the new features you'll find in *Unix in a Nutshell, Fourth Edition*:

  * Solaris 10, the latest version of the SVR4-based operating system, GNU/Linux, and Mac OS X
  * Bash shell (along with the 1988 and 1993 versions of ksh)
  * tsch shell (instead of the original Berkeley csh)
  * Package management programs, used for program installation on popular GNU/Linux systems, Solaris and Mac OS X
  * GNU Emacs Version 21
  * Introduction to source code management systems
  * Concurrent versions system
  * Subversion version control system
  * GDB debugger

As Unix has progressed, certain commands that were once critical have fallen into disuse. To that end, the book has also dropped material that is no longer relevant, keeping it taut and current.

If you're a Unix user or programmer, you'll recognize the value of this complete, up-to-date Unix reference. With chapter overviews, specific examples, and detailed command.

**

### About the Author

Arnold Robbins, an Atlanta native, is a professional programmer and technical author. He has worked with Unix systems since 1980, when he was introduced to a PDP-11 running a version of Sixth Edition Unix. He has been a heavy AWK user since 1987, when he became involved with gawk, the GNU project's version of AWK. As a member of the POSIX 1003.2 balloting group, he helped shape the POSIX standard for AWK. He is currently the maintainer of gawk and its documentation. He is also coauthor of the sixth edition of ""Learning the vi Editor"" from O'Reilly.
","/home/venus/Calibre Library/Arnold Robbins/Unix in a Nutshell_ A Desktop Quick Reference - Covers GNU_Linux, Mac OS X,and Solaris (In a Nut (55)/cover.jpg","2018-08-30T09:51:59-06:00","pdf","0596100299","amazon:B0043D2DL4,isbn:0596100299","eng","Calibre Library","2005-10-26T00:00:00-06:00","O'Reilly Media","4","","1.0","3612619","","Unix in a Nutshell: A Desktop Quick Reference - Covers GNU/Linux, Mac OS X,and Solaris (In a Nutshell (O'Reilly))","Unix in a Nutshell: A Desktop Quick Reference - Covers GNU/Linux, Mac OS X,and Solaris (In a Nutshell (O'Reilly))","55","048191e8-cc35-4ae4-bb3d-20b41758fd3a"
"Unknown","Unknown","","/home/venus/Calibre Library/Unknown/You Can Draw in 30 Days (56)/cover.jpg","2018-08-30T09:51:59-06:00","pdf","","","","Calibre Library","2013-02-21T12:41:42-07:00","","","","1.0","10155012","","You Can Draw in 30 Days","You Can Draw in 30 Days","56","23817099-a64e-4913-afb1-7d627ee931fe"
"Lehmer, James","James Lehmer","","/home/venus/Calibre Library/James Lehmer/Ten Steps to Linux Survival (57)/cover.jpg","2018-08-30T09:51:59-06:00","pdf","","","","Calibre Library","2016-11-09T12:18:33-07:00","","","","1.0","5929261","","Ten Steps to Linux Survival","Ten Steps to Linux Survival","57","c2905383-78ed-44ab-95c1-c3311d4a72ce"
"Case, Amber","Amber Case","How can you design technology that becomes a part of a user’s life and not a distraction from it? This practical book explores the concept of calm technology, a method for smoothly capturing a user’s attention only when necessary, while calmly remaining in the background most of the time. You’ll learn how to design products that work well, launch well, are easy to support, easy to use, and remain unobtrusive.

Author Amber Case presents ideas first introduced by researchers at Xerox PARC in 1995, and explains how they apply to our current technology landscape, especially the Internet of Things. This book is ideal for UX and product designers, managers, creative directors, and developers. You’ll learn:

  * The importance and challenge of designing technology that respects our attention
  * Principles of calm design—peripheral attention, context, and ambient awareness
  * Calm communication patterns—improving attention through a variety of senses
  * Exercises for improving existing products through calm technology
  * Principles and patterns of calm technology for companies and teams
  * The origins of calm technology at Xerox PARC

**
","/home/venus/Calibre Library/Amber Case/Calm Technology_ Principles and Patterns for Non-Intrusive Design (58)/cover.jpg","2018-08-30T09:52:00-06:00","pdf","9781491925850","amazon:1491925884,google:DZ88CwAAQBAJ,isbn:9781491925850","eng","Calibre Library","2015-12-18T00:00:00-07:00","O'Reilly Media","4","","1.0","11092477","Computers, Interactive & Multimedia, Programming, Mobile Devices, Web, General, Internet, Application Development, Design, User Interfaces, Social Aspects, Human-Computer Interaction (HCI), Computerized Home & Entertainment, Product, www.allitebooks.com","Calm Technology: Principles and Patterns for Non-Intrusive Design","Calm Technology: Principles and Patterns for Non-Intrusive Design","58","8e86358a-e62e-4db6-9e7b-b79095122230"
"Unknown","Unknown","","/home/venus/Calibre Library/Unknown/github-git-cheat-sheet (59)/cover.jpg","2018-08-30T09:52:00-06:00","pdf","","","","Calibre Library","2014-04-03T14:27:05-06:00","","","","1.0","377767","","github-git-cheat-sheet","github-git-cheat-sheet","59","cdd6d925-eeb1-4b8e-aa69-1b7ddcb29157"
"Crockford, Douglas","Douglas Crockford","Most programming languages contain good and bad parts, but JavaScript has more than its share of the bad, having been developed and released in a hurry before it could be refined. This authoritative book scrapes away these bad features to reveal a subset of JavaScript that's more reliable, readable, and maintainable than the language as a whole—a subset you can use to create truly extensible and efficient code.Considered the JavaScript expert by many people in the development community, author Douglas Crockford identifies the abundance of good ideas that make JavaScript an outstanding object-oriented programming language-ideas such as functions, loose typing, dynamic objects, and an expressive object literal notation. Unfortunately, these good ideas are mixed in with bad and downright awful ideas, like a programming model based on global variables.When Java applets failed, JavaScript became the language of the Web by default, making its popularity almost completely independent of its qualities as a programming language. In JavaScript: The Good Parts, Crockford finally digs through the steaming pile of good intentions and blunders to give you a detailed look at all the genuinely elegant parts of JavaScript, including:SyntaxObjectsFunctionsInheritanceArraysRegular expressionsMethodsStyleBeautiful featuresThe real beauty? As you move ahead with the subset of JavaScript that this book presents, you'll also sidestep the need to unlearn all the bad parts. Of course, if you want to find out more about the bad parts and how to use them badly, simply consult any other JavaScript book.With JavaScript: The Good Parts, you'll discover a beautiful, elegant, lightweight and highly expressive language that lets you create effective code, whether you're managing object libraries or just trying to get Ajax to run fast. If you develop sites or applications for the Web, this book is an absolute must.
","/home/venus/Calibre Library/Douglas Crockford/JavaScript_ The Good Parts_ The Good Parts (60)/cover.jpg","2018-08-30T09:52:00-06:00","pdf","9780596554873","google:PXa2bby0oQ0C,isbn:9780596554873","eng","Calibre Library","2008-05-08T00:00:00-06:00","""O'Reilly Media, Inc.""","","","1.0","1556228","Computers, Programming Languages, JavaScript, Programming, General, Software Development & Engineering, Internet, Web, Design","JavaScript: The Good Parts: The Good Parts","JavaScript: The Good Parts: The Good Parts","60","9c416401-442e-41a0-8bab-67287dad5908"
"Rauch, Guillermo","Guillermo Rauch","","/home/venus/Calibre Library/Guillermo Rauch/Smashing Node.js_ JavaScript Everywhere (61)/cover.jpg","2018-08-30T09:52:00-06:00","pdf","","","","Calibre Library","2012-08-01T08:07:16-06:00","","","","1.0","5239344","Bmrks added by Enigma69","Smashing Node.js: JavaScript Everywhere","Smashing Node.js: JavaScript Everywhere","61","b8a60db5-cfbe-446a-9561-b504f42a2f39"
"Burchard, Evan","Evan Burchard","Like it or not, JavaScript is not going away. No matter what framework or 'compiles-to-js' language or library you use, bugs and performance concerns will always be an issue if the underlying quality of your JavaScript is poor. Rewrites, including porting to the framework of the month, are terribly expensive and unpredictable. The bugs won't magically go away, and can happily reproduce themselves in a new context. To complicate things further, features will get dropped, at least temporarily. This book provides clear guidance on how best to avoid these pathological approaches to writing JavaScript. Bad code doesn’t have to stay that way. And making it better doesn’t have to be intimidating or unreasonably expensive.","/home/venus/Calibre Library/Evan Burchard/Refactoring JavaScript (62)/cover.jpg","2018-08-30T09:52:00-06:00","epub","","","eng","Calibre Library","2017-03-27T18:00:00-06:00","O'Reilly Media, Inc.","","","1.0","5428494","","Refactoring JavaScript","Refactoring JavaScript","62","1a8908fd-fcda-4765-9f43-1253eb77731d"
"Elliott, Eric","Eric Elliott","","/home/venus/Calibre Library/Eric Elliott/Programming JavaScript Applications (63)/cover.jpg","2018-08-30T09:52:00-06:00","pdf","","","eng","Calibre Library","0100-12-31T17:00:00-07:00","O'Reilly","","","1.0","8972100","JavaScript, oreilly","Programming JavaScript Applications","Programming JavaScript Applications","63","58e17be3-6eca-46cc-9021-f4257e57d370"
"Flanagan, David","David Flanagan","","/home/venus/Calibre Library/David Flanagan/JavaScript_ The Definitive Guide (64)/cover.jpg","2018-08-30T09:52:00-06:00","pdf","","","","Calibre Library","2011-04-13T13:41:29-06:00","","","","1.0","14129654","","JavaScript: The Definitive Guide","JavaScript: The Definitive Guide","64","d7755465-abb2-4eed-a4c2-bcb76eb80d97"
"Cameron, Debra & Rosenblatt, Bill","Debra Cameron & Bill Rosenblatt","GNU Emacs is the most popular and widespread of the Emacs family of editors. It is also the most powerful and flexible. Unlike all other text editors, GNU Emacs is a complete working environment--you can stay within Emacs all day without leaving. *Learning GNU Emacs*, 3rd Edition tells readers how to get started with the GNU Emacs editor. It is a thorough guide that will also ""grow"" with you: as you become more proficient, this book will help you learn how to use Emacs more effectively. It takes you from basic Emacs usage (simple text editing) to moderately complicated customization and programming.

The third edition of *Learning GNU Emacs* describes Emacs 21.3 from the ground up, including new user interface features such as an icon-based toolbar and an interactive interface to Emacs customization. A new chapter details how to install and run Emacs on Mac OS X, Windows, and Linux, including tips for using Emacs effectively on those platforms.

*Learning GNU Emacs*, third edition, covers:

  * How to edit files with Emacs 
  * Using the operating system shell through Emacs 
  * How to use multiple buffers, windows, and frames 
  * Customizing Emacs interactively and through startup files 
  * Writing macros to circumvent repetitious tasks 
  * Emacs as a programming environment for Java, C++, and Perl, among others 
  * Using Emacs as an integrated development environment (IDE) 
  * Integrating Emacs with CVS, Subversion and other change control systems for projects with multiple developers 
  * Writing HTML, XHTML, and XML with Emacs 
  * The basics of Emacs Lisp

The book is aimed at new Emacs users, whether or not they are programmers. Also useful for readers switching from other Emacs implementations to GNU Emacs.

**
","/home/venus/Calibre Library/Debra Cameron/Learning GNU Emacs, Third Edition (65)/cover.jpg","2018-08-30T09:52:00-06:00","pdf","9780596006488","amazon:0596006489,isbn:9780596006488","eng","Calibre Library","2004-12-23T00:00:00-07:00","O'Reilly Media","5","","1.0","10216371","","Learning GNU Emacs, Third Edition","Learning GNU Emacs, Third Edition","65","2a1cfb13-0edd-41af-be26-dacb83161bd4"
"Brown, Doug & Levine, John & Mason, Tony","Doug Brown & John Levine & Tony Mason","This book shows you how to use two Unix utilities, *lex* and*yacc,* in program development. These tools help programmers build compilers and interpreters, but they also have a wider range of applications.The second edition contains completely revised tutorial sections for novice users and reference sections for advanced users. This edition is twice the size of the first and has an expanded index.The following material has been added:

  * Each utility is explained in a chapter that covers basic usage and simple, stand-alone applications
  * How to implement a full SQL grammar, with full sample code
  * Major MS-DOS and Unix versions of *lex* and *yacc* are explored in depth, including AT&T *lex* and *yacc*, Berkeley *yacc*, Berkeley/GNU Flex, GNU Bison, MKS *lex* and*yacc*, and Abraxas PCYACC

**

### From the Publisher

This book shows programmers how to use two UNIX utilities, lex and yacc, in program development. lex and yacc are tools that help programmers build compilers and interpreters, but they also have a wider range of applications. The second edition contains completely revised tutorial sections for novice users and reference sections for advanced users. This edition is twice the size of the first and has an expanded index. The following material has been added: Each utility is explained in a chapter that covers basic usage and simple, stand-alone applications How to implement a full SQL grammar, with full sample code Major MS-DOS and UNIX versions of lex and yacc are explored in-depth, including AT&T lex and yacc, Berkeley yacc, Berkeley/GNU Flex, GNU Bison, MKS lex and yacc, and Abraxas PCYACC 

### About the Author

Gregory Satir helps develop online publishing tools in the Portland, Oregon, office of Electronic Book Technologies. He graduated with a B.S. in computer science from Brown University. Doug Brown is a consultant/contractor in Beaverton, Oregon. He has been developing software for circuit simulation, synthesis, and testing since 1977. Doug coauthored lex & yacc, another O'Reilly & Associates Nutshell Handbook. He received an M.S. in electrical engineering from the University of Illinois at Urbana-Champaign in 1976.

John R. Levine writes, lectures, and consults on Unix and compiler topics. He moderates the online comp.compilers discussion group at Usenet. He worked on Unix versions Lotus 1-2-3 and the Norton Utilities and was one of the architects of AIX for the IBM RT PC. He received a Ph.D in computer science from Yale in 1984.

Tony Mason is currently a member of the AFS development team at Transarc Corporation, a small start-up company specializing in distributed systems software. Previously, he worked with the Distributed Systems Group at Stanford University in the area of distributed operating systems and data communications. He received a B.S. in mathematics from the University of Chicago in 1987.
","/home/venus/Calibre Library/Doug Brown/Lex & Yacc (66)/cover.jpg","2018-08-30T09:52:00-06:00","pdf","","amazon:B009THDEBC","eng","Calibre Library","1992-10-02T00:00:00-06:00","O'Reilly Media","4","","1.0","9089077","","Lex & Yacc","Lex & Yacc","66","a624268f-8ff2-48c6-ade5-26fa7bf8f8e0"
"Arnold Robbins, Elbert Hannah & Lamb, Linda","Arnold Robbins, Elbert Hannah & Linda Lamb","","/home/venus/Calibre Library/Arnold Robbins, Elbert Hannah/Learning the vi and Vim Editors (67)/cover.jpg","2018-08-30T09:52:01-06:00","pdf","","","","Calibre Library","2008-07-02T12:12:14-06:00","","","","1.0","5988695","","Learning the vi and Vim Editors","Learning the vi and Vim Editors","67","35bd58ce-b2c7-4827-ba85-add9de7c4b45"
"Dougherty, Dale & Robbins, Arnold","Dale Dougherty & Arnold Robbins","","/home/venus/Calibre Library/Dale Dougherty/sed & awk (68)/cover.jpg","2018-08-30T09:52:01-06:00","pdf","","","","Calibre Library","2010-10-18T09:35:22-06:00","","","","1.0","6440242","","sed & awk","sed & awk","68","4cd6daa7-3619-4ed8-b4bd-96fb4a10b16d"
"Unknown","Unknown","","/home/venus/Calibre Library/Unknown/On Liberty Ch3 Of individuality as one of the elements of well-being (69)/cover.jpg","2018-08-30T09:52:01-06:00","pdf","","","","Calibre Library","0100-12-31T17:00:00-07:00","","","","1.0","1440835","","On Liberty Ch3 Of individuality as one of the elements of well-being","On Liberty Ch3 Of individuality as one of the elements of well-being","69","7d660ea5-a5fa-4b27-998f-af1f898ab621"
"Freire, Paolo","Paolo Freire","","/home/venus/Calibre Library/Paolo Freire/Pedagogy of the Oppressed (70)/cover.jpg","2018-08-30T09:52:01-06:00","pdf","","","","Calibre Library","0100-12-31T17:00:00-07:00","The Continuum International Publishing Group Inc","","","1.0","5943959","","Pedagogy of the Oppressed","Pedagogy of the Oppressed","70","0f3d8cbd-4dbd-4bd7-8aeb-00a328ce4acc"
"Unknown","Unknown","","/home/venus/Calibre Library/Unknown/eCopy, Inc_ (71)/cover.jpg","2018-08-30T09:52:01-06:00","pdf","","","","Calibre Library","2010-03-30T16:37:44-06:00","","","","1.0","3839576","None","eCopy, Inc.","eCopy, Inc.","71","6c12b77f-4992-4f2c-8f55-6daf5637c7a1"
"hooks, bell","bell hooks","Humanities","/home/venus/Calibre Library/bell hooks/We Real Cool_ Black Men and Musculinity (72)/cover.jpg","2018-08-30T09:52:01-06:00","pdf","","","","Calibre Library","0100-12-31T17:00:00-07:00","","","","1.0","1194598","Humanities","We Real Cool: Black Men and Musculinity","We Real Cool: Black Men and Musculinity","72","ba3cadee-5ec9-4056-be64-36379e89aed4"
"Unknown","Unknown","","/home/venus/Calibre Library/Unknown/bell-hooks-black-looks-race-and-representation (73)/cover.jpg","2018-08-30T09:52:01-06:00","pdf","","","","Calibre Library","2011-10-30T21:38:12-06:00","","","","1.0","7711009","","bell-hooks-black-looks-race-and-representation","bell-hooks-black-looks-race-and-representation","73","41feb8c1-580d-4e17-8520-89e87daa0480"
"Unknown","Unknown","","/home/venus/Calibre Library/Unknown/PatanjaliYogaSutraSwamiVivekanandaSanEng (74)/cover.jpg","2018-08-30T09:52:01-06:00","pdf","","","","Calibre Library","0100-12-31T17:00:00-07:00","","","","1.0","1219434","","PatanjaliYogaSutraSwamiVivekanandaSanEng","PatanjaliYogaSutraSwamiVivekanandaSanEng","74","1bc3ed56-8891-43d9-a71f-be532187e0d2"
"Unknown","Unknown","","/home/venus/Calibre Library/Unknown/gender equality (75)/cover.jpg","2018-08-30T09:52:01-06:00","pdf","","","","Calibre Library","2015-07-03T13:56:24-06:00","","","","1.0","581813","","gender equality","gender equality","75","ea0aca85-024e-4787-96ac-46d022db27e8"
"Unknown","Unknown","","/home/venus/Calibre Library/Unknown/hooks-bell-aint-i-a-woman-black-woman-and-feminism (76)/cover.jpg","2018-08-30T09:52:01-06:00","pdf","","","","Calibre Library","2007-03-18T19:44:20-06:00","","","","1.0","27594537","","hooks-bell-aint-i-a-woman-black-woman-and-feminism","hooks-bell-aint-i-a-woman-black-woman-and-feminism","76","c89e109b-5856-4f50-a0db-2df63f12aeaf"
"Unknown","Unknown","","/home/venus/Calibre Library/Unknown/Iyengar B K S The Illustrated Light On Yoga (77)/cover.jpg","2018-08-30T09:52:01-06:00","pdf","","","","Calibre Library","0100-12-31T17:00:00-07:00","","","","1.0","20290073","","Iyengar B K S The Illustrated Light On Yoga","Iyengar B K S The Illustrated Light On Yoga","77","8770ca5f-9aee-4fae-a944-efa988ee8a0e"
"Jimenez, Justin Phillip","Justin Phillip Jimenez","","/home/venus/Calibre Library/Justin Phillip Jimenez/The Feminist Philosophy Reader - Alison Bailey (78)/cover.jpg","2018-08-30T09:52:02-06:00","pdf","","","","Calibre Library","2016-10-31T02:09:59-06:00","","","","1.0","13297958","","The Feminist Philosophy Reader - Alison Bailey","Feminist Philosophy Reader - Alison Bailey, The","78","20c37356-87c5-4c55-b9eb-49d64d200b14"
"Bennettpdfkeywords, Jonathan","Jonathan Bennettpdfkeywords","","/home/venus/Calibre Library/Jonathan Bennettpdfkeywords/Groundwork for the Metaphysics of Morals (79)/cover.jpg","2018-08-30T09:52:02-06:00","pdf","","","","Calibre Library","2016-12-01T09:35:03-07:00","","","","1.0","350096","","Groundwork for the Metaphysics of Morals","Groundwork for the Metaphysics of Morals","79","683641c0-0f9e-4b31-8cf2-49605a9004ad"
